titulo_original,tmdb_id,tipo,season,idioma,pais,nome_idioma,titulo_traduzido,sinopse_traduzida
Stranger Things,66732,tv_season,3,pt,PT,Portuguese,Stranger Things 3,"Hawkins é a prova de que um verão pode mudar tudo: entre romances e o novo centro comercial, a cidade passa por grandes modificações na estação quente de 1985."
Stranger Things,66732,tv_season,3,hr,HR,Croatian,Stranger Things 3,Ljubav u začetku. Novi trgovački centar. I mahniti štakori koji jure prema opasnosti. Ljeto je 1985. godine u Hawkinsu ... a jedno ljeto može promijeniti sve.
Stranger Things,66732,tv_season,3,ro,RO,Romanian,,Romantism în devenire. Un mall nou-nouț. Și șobolani turbați aleargă spre pericol. Este vara lui 1985 în Hawkins... și o vară poate schimba totul.
Stranger Things,66732,tv_season,3,fr,CA,French,Stranger Things 3,"Un amour s'éveille, on ouvre un centre commercial tout neuf, des rats enragés courent vers le danger... Cet été 1985 viendra tout changer à Hawkins."
Stranger Things,66732,tv_season,3,bg,BG,Bulgarian,,
Stranger Things,66732,tv_season,3,no,NO,Norwegian,Stranger Things 3,"En gryende romanse, et flunkende nytt kjøpesenter og rabiate rotter som løper mot fare. Det er sommeren 1985 i Hawkins – og én sommer kan forandre alt."
Stranger Things,66732,tv_season,3,fi,FI,Finnish,Stranger Things 3,"Orastava romanssi, upouusi ostoskeskus ja raivotautisia rottia juoksemassa kohti vaaraa... Hawkinsissa vuonna 1985 yksi kesä voi muuttaa kaiken."
Stranger Things,66732,tv_season,3,ko,KR,Korean,기묘한 이야기 3,"사랑이 싹트는 계절, 새로 문을 여는 쇼핑몰. 생기 넘치는 1985년 호킨스. 하지만 광란의 쥐 떼가 질주하면서 어둠이 입을 벌린다. 이번 여름, 모든 것이 기묘해진다."
Stranger Things,66732,tv_season,3,fa,IR,Persian,فصل ۳,
Stranger Things,66732,tv_season,3,ar,SA,Arabic,Stranger Things 3‎,"علاقة حبّ وليدة، ومركزٌ تجاري جديد، وجرذانٌ مسعورة تعدو نحو الخطر. إنّه صيف عام 1985 في مدينة ""هوكينز""... وصيفٌ واحدٌ كفيلٌ بتغيير كلّ شيء."
Stranger Things,66732,tv_season,3,vi,VN,Vietnamese,Cậu bé mất tích 3,Mối tình chớm nở. Trung tâm thương mại mới. Chuột dại chạy về phía nguy hiểm. Tất cả diễn ra vào mùa hè năm 1985 ở Hawkins... và đó là một mùa hè có thể thay đổi tất cả.
Stranger Things,66732,tv_season,3,ja,JP,Japanese,ストレンジャー・シングス 未知の世界 3,新しい恋や開店したばかりのショッピングモールに沸く1985年夏のホーキンス。だが、ネズミの異常行動を発端に不気味な影が忍び寄り、ひと夏がすべてを変えていく。
Stranger Things,66732,tv_season,3,th,TH,Thai,ซีซั่น 3,ความรักผลิบาน ห้างสรรพสินค้าเปิดใหม่ ฝูงหนูที่วิ่งเข้าหาอันตราย นี่คือบรรยากาศของหน้าร้อนปี 1985 ที่ฮอว์กินส์... หน้าร้อนที่อาจเปลี่ยนทุกอย่างไปตลอดกาล
Stranger Things,66732,tv_season,3,ka,GE,Georgian,,
Stranger Things,66732,tv_season,3,uz,UZ,Uzbek,,
Stranger Things,66732,tv_season,3,ar,AE,Arabic,Stranger Things 3‎,"علاقة حبّ وليدة، ومركزٌ تجاري جديد، وجرذانٌ مسعورة تعدو نحو الخطر. إنّه صيف عام 1985 في مدينة ""هوكينز""... وصيفٌ واحدٌ كفيلٌ بتغيير كلّ شيء."
Stranger Things,66732,tv_season,3,eu,ES,Basque,,Erromantizismoa sortzen ari da. Merkataritza gune berria. Arratoi amorruak arriskurantz doaz. 1985eko uda da Hawkins-en. Uda batek dena alda dezake.
Stranger Things,66732,tv_season,3,so,SO,Somali,,
Stranger Things,66732,tv_season,3,bn,BD,Bengali,,
Stranger Things,66732,tv_season,3,nl,BE,Dutch,,"Ontluikende liefde, een gloednieuw winkelcentrum en ratten met rabiës rennend richting gevaar. Het is de zomer van 1985 in Hawkins... en één zomer kan alles veranderen."
Stranger Things,66732,tv_season,3,zh,HK,Mandarin,,剛萌芽的戀情、全新的購物中心，以及一隻隻發狂的老鼠朝險境奔去。時間是 1985 年夏天，地點是霍金斯鎮，一個夏天足以改變一切。
Stranger Things,66732,tv_season,3,zh,SG,Mandarin,怪奇物语 3,刚刚萌芽的恋情、一家全新的购物中心和一群奔向危险的发狂老鼠。这些都发生在 1985 年夏天的霍金斯镇，一个夏天足以改变一切。
Stranger Things,66732,tv_season,3,sl,SI,Slovenian,,
Stranger Things,66732,tv_season,3,hi,IN,Hindi,Stranger Things 3,"रोमांस पनप रहा है. एक बिल्कुल नया मॉल. पागल चूहे खतरे की ओर दौड़ रहे हैं. हॉकिन्स में, 1985 की गर्मियों का मौसम है ... और गर्मियों का एक मौसम सब कुछ बदल सकता है."
Stranger Things,66732,tv_season,3,ms,MY,Malay,Stranger Things 3,Percintaan berputik. Pusat beli-belah baharu dan tikus gila berlari ke arah bahaya. Inilah musim panas tahun 1985 di Hawkins ... dan satu musim boleh mengubah segalanya.
Stranger Things,66732,tv_season,3,tl,PH,Tagalog,Stranger Things 3,Umuusbong na pag-ibig. Bagong mall. At mapupusok na dagang sumusulong sa panganib. Summer ng 1985 sa Hawkins... at posibleng mabago ng isang summer ang lahat.
Stranger Things,66732,tv_season,3,lv,LV,Latvian,,
Stranger Things,66732,tv_season,3,de,AT,German,,
