titulo_original,tmdb_id,tipo,season,idioma,pais,nome_idioma,titulo_traduzido,sinopse_traduzida
Stranger Things,66732,tv_season,1,eu,ES,Basque,,Gauza bitxiak gertatzen dira Hawkinsen (Indiana). Mutil bat desagertzeak naturaz gaindiko ahalmenak dituen neska bat azaleratzen du.
Stranger Things,66732,tv_season,1,so,SO,Somali,,
Stranger Things,66732,tv_season,1,bn,BD,Bengali,,
Stranger Things,66732,tv_season,1,nl,BE,Dutch,,"Er gebeuren vreemde dingen in Hawkins, Indiana, waar na de plotselinge verdwijning van een jongetje een meisje met buitenaardse krachten opduikt."
Stranger Things,66732,tv_season,1,zh,HK,Mandarin,,印第安那州的霍金斯鎮接聯上演離奇事件，一名年輕男孩忽然失蹤，也因此讓一名擁有超能力的年輕女孩曝光。
Stranger Things,66732,tv_season,1,zh,SG,Mandarin,怪奇物语,印第安纳州的霍金斯正在发生一些怪事，一名男孩突然失踪，拥有超自然能力的女孩意外出现。
Stranger Things,66732,tv_season,1,sl,SI,Slovenian,,
Stranger Things,66732,tv_season,1,hi,IN,Hindi,Stranger Things,
Stranger Things,66732,tv_season,1,ms,MY,Malay,Stranger Things,
Stranger Things,66732,tv_season,1,tl,PH,Tagalog,Stranger Things,
Stranger Things,66732,tv_season,1,lv,LV,Latvian,,
Stranger Things,66732,tv_season,1,de,AT,German,,
