titulo_original,tmdb_id,tipo,season,idioma,pais,nome_idioma,titulo_traduzido,sinopse_traduzida
Stranger Things,66732,tv_season,2,fi,FI,Finnish,Stranger Things 2,Willin oudosta katoamisesta on kulunut jo melkein vuosi. Hawkinsissa elämä on kuitenkin kaikkea muuta kuin ennallaan.
Stranger Things,66732,tv_season,2,fa,IR,Persian,فصل ۲,
Stranger Things,66732,tv_season,2,ar,SA,Arabic,Stranger Things 2,"مضى ما يقرب من عام منذ اختفاء ""ويل"" الغامض، لكن الحياة في بلدة ""هوكينز"" لم تعُد إلى سابق عهدها... على الإطلاق."
Stranger Things,66732,tv_season,2,vi,VN,Vietnamese,Cậu bé mất tích 2,Đã gần một năm kể từ vụ mất tích bí ẩn của Will. Nhưng cuộc sống ở Hawkins khó có thể trở lại bình thường. Mà thực tế là ngày càng bất thường.
Stranger Things,66732,tv_season,2,ja,JP,Japanese,ストレンジャー・シングス 未知の世界 2,ウィルの突然の失踪から一年が経とうとしているが、ホーキンスの町に、昔のような穏やかな日々は戻ってこない。それどころか、事態は混沌とするばかり…。
Stranger Things,66732,tv_season,2,th,TH,Thai,ซีซั่น 2,เป็นเวลาเกือบปีแล้วตั้งแต่ที่วิลหายตัวไปอย่างแปลกประหลาด แต่หลายชีวิตในเมืองฮอว์กินส์ยังคงเผชิญความเปลี่ยนแปลงที่ยากจะกลับคืนเป็นปกติ
Stranger Things,66732,tv_season,2,ka,GE,Georgian,,
Stranger Things,66732,tv_season,2,uz,UZ,Uzbek,,
Stranger Things,66732,tv_season,2,ar,AE,Arabic,Stranger Things 2,"مضى ما يقرب من عام منذ اختفاء ""ويل"" الغامض، لكن الحياة في بلدة ""هوكينز"" لم تعُد إلى سابق عهدها... على الإطلاق."
Stranger Things,66732,tv_season,2,eu,ES,Basque,,Ia urtebete igaro da Willen desagerpen misteriotsua gertatu zenetik. Baina bizitza ez da normaltasunera itzuli Hawkins-en. Ezta gertu ere.
Stranger Things,66732,tv_season,2,so,SO,Somali,,
Stranger Things,66732,tv_season,2,bn,BD,Bengali,,
Stranger Things,66732,tv_season,2,nl,BE,Dutch,,"Het is alweer bijna een jaar geleden dat Will op mysterieuze wijze verdween, maar het leven in Hawkins is nog altijd niet hoe het was. Helemaal niet."
Stranger Things,66732,tv_season,2,zh,HK,Mandarin,,威爾離奇失蹤快一年了。不過霍金斯居民的生活還是沒恢復正常，事實上，離正常還天差地遠。
Stranger Things,66732,tv_season,2,zh,SG,Mandarin,怪奇物语 2,距离威尔的神秘失踪已经快一年了。但霍金斯的生活并未恢复正常。离正常还差得很远。
Stranger Things,66732,tv_season,2,sl,SI,Slovenian,,
Stranger Things,66732,tv_season,2,hi,IN,Hindi,Stranger Things 2,विल को अचानक गायब हुए करीब एक साल हो गया है. लेकिन हॉकिन्स में तब से कुछ भी सामान्य नहीं है. सब कुछ बदल गया है.
Stranger Things,66732,tv_season,2,ms,MY,Malay,Stranger Things 2,Sudah hampir setahun sejak kehilangan Will yang penuh misteri. Namun hidup tidak kembali seperti biasa di Hawkins walau sedikit pun.
Stranger Things,66732,tv_season,2,tl,PH,Tagalog,Stranger Things 2,Mag-iisang taon na mula nang misteryosong mawala si Will. Pero halos hindi pa rin bumabalik sa normal ang buhay sa Hawkins. Malayong malayo ito sa normal.
Stranger Things,66732,tv_season,2,lv,LV,Latvian,,
Stranger Things,66732,tv_season,2,de,AT,German,,
