titulo_original,tmdb_id,tipo,idioma,pais,nome_idioma,titulo_traduzido,sinopse_traduzida
Never Say Never Again,36670,movie,he,IL,Hebrew,לעולם אל תאמר לא,"שון קונרי בהופעתו האחרונה כג'יימס בונד חוזר להציל את העולם, והפעם עומד בפניו איום גרעיני. הארגון הנוראי ""ספקטור"" חוטף שני ראשי חץ גרעיניים מהאמריקאים ורק בונד עומד בינם לבין מימושו של האיום הגרעיני. וכמובן, יש גם אהבה, בגילומה של קים בסינג'ר."
Never Say Never Again,36670,movie,nl,NL,Dutch,,"James Bond is na jarenlange dienst dringend aan rust toe. Maar net wanneer hij die wil nemen, doet 'M' opnieuw een beroep op hem. Misdaadorganisatie SPECTRE heeft immers twee Amerikaanse kruisraketten gekaapt. Binnen zeven dagen moet het losgeld op tafel gelegd worden, zoniet zullen de raketten tot ontploffing worden gebracht. 'M' haalt James Bond terug uit de gezondheidsboerderij, waar hij naartoe gestuurd was omdat zijn fysieke conditie te wensen overliet, en geeft hem de opdracht de wereld te redden."
Never Say Never Again,36670,movie,zh,CN,Mandarin,007：巡弋飞弹,007（肖恩·康纳利 Sean Connery 饰）屡立战功，这次，他运用一系列新奇而惊人的武器，竟然单枪匹马就除掉了敌人的一支军队。由于007的出色表现，他获得难得的一个长假期。然而正在此时，魔鬼党却将军队的两枚重要的飞弹却被偷走，英国情报部无奈之下只好将正在泡温泉的007召了回来。经过调查，007发现这次计划的幕后首脑是狂人拉尔果（克劳斯·马利亚·布朗道尔 Klaus Maria Brandauer 饰），他正在准备世界核能勒索计划，而且，拉尔果还得到了最危险的女杀手法蒂玛和魔鬼党首脑布罗非的帮助。这次对007的考验异常严峻！（007外传之巡弋飞弹）
Never Say Never Again,36670,movie,cs,CZ,Czech,Nikdy neříkej nikdy,"Agenti pod velením Ernsta Blofelda proniknou do US Air Force a zmocní se dvou letadel Tomahawk. Na pomoc je povolán agent 007, který má získat ukradená letadla zpět a zabít Blofelda. Když krutá organizace SPECTRE unese dvě jaderné střely, vydává se James Bond po jejich stopách. Musí nalézt aktivní jaderné hlavice dříve, než jejich ničivá síla bude obrácena proti okolnímu světu. Smrtící stopa vede k Largovi, charismatickému nepřátelskému agentovi a jeho nebezpečné asistentce Fatimě Blush, krásné vražedkyni, která se nejprve pomiluje se svou obětí a pak ji zabije. Bond také objeví nečekaného spojence v Largově okouzlující milence Domino, která mu pomůže v boji proti silám SPECTRE, jež se blíží s jednou nukleárních zbraní k zamýšlenému cíli – Washingtonu."
Never Say Never Again,36670,movie,sr,RS,Serbian,Никад не реци никад,"Бонд је после повреде ноге послат на одмор који прекида крађа пројектила НАТО-а. Реч је о томахавцима велике разорне моћи, а иза свега стоји СПЕКТРА која прети да ће бомбе лансирати на густо насељене области. Њихов стари непријатељ и једини човек који их може спречити у тој намери јесте Џејмс Бонд. Бонд има и задатак да неутралише своје старе непријатеље-Максимилијан Ларго (Клаус Марија Брандауер) и Ернест Ставро Блофелд (Макс фон Сидоу). Бонд заводи Ларгову девојку Домину (Ким Бејсингер), али ће се морати сукобити са убилачком секс-бомбом-Фатима Блаш (Барбара Карера). Бонд ће уз помоћ свог шарма, Кју-овог арсенала и старог пријатеља Феликса Лајтера и Домине победити СПЕКТРУ и свету поново вратити стари мир."
Never Say Never Again,36670,movie,ja,JP,Japanese,ネバーセイ・ネバーアゲイン,世界は冷戦真っ只中。ジェームズ・ボンドの007復帰トレーニングから物語は始まる。マティーニとフォアグラ、キャビアで怠惰になった身体を鍛えなおすことを新着したMに命令された007。たまたま本部から斡旋されたロンドン郊外の治療施設でボンドはスペクターの女殺し屋ファティマ、そしてアメリカ空軍に所属するジャックの秘密特訓を目撃する。そしてその数日後、ジャックは米空軍より核弾頭搭載巡航ミサイルを2機盗むことに成功する。  この事件を追うボンドは地中海へ向かい、世界的な大富豪のラルゴをマークする。世界の海を豪華クルーザー「空飛ぶ円盤号」（クルーザー全長87m、アドナン・カショーギ所有）で移動しながら慈善活動を行なうビジネスマンだが、裏の顔は秘密結社スペクターのNo.1（スペクターNo.2＝首領は白猫を抱くブロフェルド）であった。そして彼のそばにはジャックの妹であるドミノがいた。
Never Say Never Again,36670,movie,el,GR,Greek,"Τζέιμς Μποντ, Πράκτωρ 007: Ποτέ μην Ξαναπείς Ποτέ","Όταν η σκοτεινή τρομοκρατική οργάνωση SPECTRE κλέβει δύο πυρηνικές κεφαλές, ο Πράκτωρ Τζέιμς Μπόντ 007 θα ξεκινήσει ένα εκρηκτικό και ξέφρενο αγώνα, προκειμένου να σώσει τον κόσμο από την πυρηνική απειλή..."
Never Say Never Again,36670,movie,ar,SA,Arabic,,
Never Say Never Again,36670,movie,ko,KR,Korean,007 네버 세이 네버 어게인,"세계 각국에서 테러와를 일삼는 조직 스펙터는 심혈을 기울여 온 작전을 시작한다. 영국에서 시험 발사되는 크루즈 미사일 2개의 모의 탄두를 핵탄두로 교체한 다음 미사일을 탈취한 이들은, 관련 국가들에게 연간 석유 구입 비용의 25%를 내놓으라고 요구하는 한편 7일 이내에 요구를 들어주지 않으면 복수를 강행 하겠다고 협박한다. 이에 놀란 영국 정부가 서방 국가들과 긴밀하게 협조하는 가운데 현장 업무에서 물러나 있던 제임스 본드가 복귀한다. 용의자 라르고를 찾아 바하마로 간 본드는 라르고의 정부인 도미노를 만나는데..."
Never Say Never Again,36670,movie,ro,RO,Romanian,Niciodată să nu spui niciodată,"Un James Bond care îmbătrânește face o greșeală care nu-i stă în caracter în timpul unei misiuni de antrenament de rutină, ceea ce-l face pe M (Edward Fox) să creadă că legendarul spion britanic nu mai poate face față misiunilor. M îl suspendă pe Bond pe termen nedefinit din activitatea de agent de teren. Cu toate acestea, atunci când membra SPECTRE Fatima Bush (Barbara Carrera) și un grup de teroriști reușesc să fure două rachete nucleare ale armatei Statelor Unite, M trebuie să îl repună pe Bond în funcție, pentru că este singurul agent care poate învinge organizația SPECTRE. Sean Connery îl interpretează pentru ultima oară pe James Bond."
Never Say Never Again,36670,movie,pt,BR,Portuguese,007: Nunca Mais Outra Vez,"James Bond (Sean Connery) é convocado para reaver bombas nucleares roubadas pela Spectre, uma terrível organização criminosa que pretende lançá-las em cidades americanas. Mas terá que enfrentar uma sexy assassina profissional, contratada especialmente para eliminá-lo."
Never Say Never Again,36670,movie,fr,CA,French,Jamais plus jamais,"M, le chef des services secrets britanniques, n'aime pas les méthodes expéditives de James Bond, au contraire de son prédécesseur. De plus, il le trouve en petite forme, à l'issue des tests qu'il lui a fait subir. C'est ainsi que Bond a été ""poignardé"" par la fille d'un milliardaire qu'il venait de tirer des griffes de révolutionnaires qui l'avaient enlevée. Le résultat de cette simulation conduit M à envoyer Bond dans la clinique de Shrublands, non loin de Londres, pour s'y refaire une santé et éliminer ses toxines. Là, entre deux jus de céleri et une tisane au persil, il surprend, une nuit, une lutte entre Jack Petachi, un officier américain, et son infirmière, la troublante Fatima Blush. La jeune femme, membre du Spectre, a pour mission de surveiller Petachi dont l'œil droit a été opéré, de manière à en faire la réplique exacte de celui du Président. Élément clé d'une opération baptisée ""Les larmes d'Allah""."
Never Say Never Again,36670,movie,uk,UA,Ukrainian,Ніколи не кажи «ніколи»,"Керівництво британської розвідки вважає, що агент 007 себе вичерпав, тому відправляє його підлікуватися і відпочити. Однак коли терористична організація СПЕКТР викрадає дві ядерні боєголовки, саме Бонд виявляється тим, хто здатен зірвати плани лиходіїв…"
Never Say Never Again,36670,movie,zh,TW,Mandarin,007外傳之巡弋飛彈,007系列電影，英國情報局改朝換代之後，立下汗馬功勞的007〈史恩康那萊飾〉不再受到重用。此時任務又出現了，在恐怖組織挾持兩枚原子彈，英國情報局還是派出007去對付他們，薑還是老的辣，007重出江湖與恐怖組織拼個你死我活...
Never Say Never Again,36670,movie,bg,BG,Bulgarian,007: Никога не казвай никога,"Двe ядpeни paĸeти ca пoxитeни oт злoвeщaтa opгaнизaция CMEPШ и нaд цялaтa Зeмя e нaдвиcнaлa cмъpтнa oпacнocт. Oцeлявaнeтo нa cвeтa e в pъцeтe нa aгeнт 007, ĸoйтo тpябвa дa cпacи ocвeн нeгo, и eднa ĸpacивa жeнa – Дoминo. Ho тoвa нямa дa e лecнo, зaщoтo cpeщy нeгo e нaй-oпacният пpoтивниĸ – г-н- Лapгo, ĸoйтo c пoмoщтa нa ĸpacивaтa cи пoмoщничĸa щe се oпитa дa гo cпpe."
Never Say Never Again,36670,movie,no,NO,Norwegian,Aldri si aldri,"Sean Connery er tilbake i sin siste film som superagenten James Bond. Når to stridshoder blir stjålet av den onde organisasjonen SPECTRE, blir Agent 007 kastet inn i et eksplosivt og halsbrekkende race for å redde verden fra et kjernefysisk helvete."
Never Say Never Again,36670,movie,lt,LT,Lithuanian,Niekada nesakyk niekada,"Tarptautinės teroristinės organizacijos „Spektre“ nariai, vadovaujami seno nenaudėlio Blofeldo, prasiskverbė į JAV karo laivyno bazę ir pagrobė dvi raketas su atominėmis galvutėmis. Blofeldas siekia valdyti visą pasaulį ir todėl tikėtina, kad raketas jis panaudos pagal paskirtį. Panaikinti pasauliui gresiantį pavojų ir sunaikinti įsisiautėjusį Blofeldą gali tik Džeimsas Bondas. Jis prasiskverbia iki piktadario, tačiau čia sutinka netikėtą kliūtį – ypač seksualią Blofeldo pagalbininkę, kuri tokia pat klastinga kaip jos šefas."
Never Say Never Again,36670,movie,zh,HK,Mandarin,鐵金剛勇奪巡航導彈,007系列電影，英國情報局改朝換代之後，立下汗馬功勞的007〈史恩康那萊飾〉不再受到重用。此時任務又出現了，在恐怖組織挾持兩枚原子彈，英國情報局還是派出007去對付他們，薑還是老的辣，007重出江湖與恐怖組織拼個你死我活...
Never Say Never Again,36670,movie,th,TH,Thai,พยัคฆ์เหนือพยัคฆ์,เป็นภาพยนตร์เจมส์บอนด์อีกเรื่องหนึ่ง ซึ่งไม่อยู่ในรายชื่อภาพยนตร์บอนด์ที่เป็นทางการ  ฌอน คอนเนอรีกลับมารับบทสายลับ 007 ครั้งสุดท้ายของเขาในภาพยนตร์แอ็คชันระทึกขวัญเรื่องนี้ เมื่อหัวรบปรมาณูสองหัวถูกพวกองค์กร SPECTRE แย่งชิงไป บอนด์ผู้เริ่มสูงวัยต้องกระโจนเข้ารับภารกิจแข่งกับเวลาที่แสนบีบคั้นหัวใจ เพื่อช่วยโลกจากเหล่าผู้ก่อการร้ายนิวเคลียร์
Never Say Never Again,36670,movie,lv,LV,Latvian,Nekad nesaki nekad,
Never Say Never Again,36670,movie,es,MX,Spanish,007: Nunca digas nunca jamás,"James Bond comete un error durante una misión de entrenamiento, lo que hace que M piense que el agente secreto está en mala forma. Como resultado, M suspende a Bond de sus funciones. Sin embargo, cuando la organización terrorista Spectre roba dos mísiles nucleares, M tiene que volver a confiar en Bond, pues él es el único agente que puede derrotar a Spectre."
Never Say Never Again,36670,movie,ca,ES,Catalan,Mai diguis mai més,"La perillosa organització criminal Espectre ha robat dos projectils nuclears. Ernst Blofeld, el cap d'Espectre, amenaça de fer esclatar els míssils si els països de l'OTAN no accedeixen a les seves peticions. El govern britànic envia James Bond, l'agent 007, a recuperar els míssils i matar Blofeld."
Never Say Never Again,36670,movie,sk,SK,Slovak,Nikdy nehovor nikdy,"Ernst Blofeld (Max von Sydow) to mal dobre premyslené. Jeho ľudia prenikli do vzdušných síl a zmocnili sa dvoch lietadiel typu Tomahawk. To je však už začiatok misie agenta 007 Jamesa Bonda (Sean Connery), ktorého úloha znie: získať späť unesené lietadlá a raz a navždy zlikvidovať Blofelda.  Ďalší Blofeldov krok sa dal očakávať. Jeho organizácii SPECTRE sa podarilo uniesť dve jadrové hlavice a odrazu mu v rukách skvelý nástroj na nátlak. James Bond sa musí vydať po stopách únoscov a zabrániť ich použitiu. Stopy vedú s k excelentnému nepriateľskému agentovi Largovi (Klaus Maria Brandauer) a vraždiacej asistentke Fatime (Barbara Carrera). Bond však nachádza oporu pre svoj plán v Largovej milenke Domino (Kim Basinger)."
Never Say Never Again,36670,movie,sl,SI,Slovenian,James Bond: Nikoli ne reci nikoli,"Ostareli agent 007 James Bond (Sean Connery) med rutinskim urjenjem naredi banalno napako in njegov šef M (Edward Fox) sumi, da britanski vohun ni več na višku svojih zmožnosti, zato ga za nedoločen čas razreši iz službe. Zločinska organizacija SPECTRE pod vodstvom Ernsta Blofelda ukrade dve ameriški jedrski konici in zagrozi z napadom. Blofeldovega dolgoletnega sovražnika Jamesa Bonda, ki medtem okreva na kliniki, spet čaka zahtevna naloga, da se sooči z nepridipravi in reši svet. Pot ga iz Anglije popelje na Bahame in nato v južno Francijo. Pri tem mu je ves čas na sledi smrtonosna lepotica Fatima Blush (Barbara Carrera), nato Bondu pot prekrižata še zlobni bogataš Largo in njegova skrivnostna ljubica Domino."
Never Say Never Again,36670,movie,ka,GE,Georgian,აღარასოდეს თქვა არასოდეს,
Never Say Never Again,36670,movie,fa,IR,Persian,هرگز نگو هرگز,"مامور اسپکتر دو کلاهک هسته‌ای آمریکایی را دزدیده , و جیمز باند باید قبل از انفجار اهداف خود را پیدا کند ."
Never Say Never Again,36670,movie,hr,HR,Croatian,Nikad ne reci nikad,"James Bond vraća se kao tajni agent 007 još jednom u borbu protiv zle organizacije SPECTRE. Bond mora pobijediti Larga, koji je ukrao dvije atomske bojne glave zbog nuklearne ucjene. Ali Bond ima saveznika u Largovoj djevojci Domino, koji pada na Bonda i traži osvetu."
Never Say Never Again,36670,movie,vi,VN,Vietnamese,Điệp Viên 007: Đừng Bao Giờ Nói Không Nữa,"James Bond trở lại với tư cách là điệp viên 007 một lần nữa để chiến đấu với tổ chức độc ác SPECTRE. Bond phải đánh bại Largo, kẻ đã đánh cắp hai đầu đạn nguyên tử để tống tiền. Nhưng Bond có một đồng minh là bạn gái của Largo, Domino liễu rũ, người đã yêu Bond và tìm cách trả thù. Đây là lần cuối cùng Sean Connery với tư cách là Điệp viên 007."
Never Say Never Again,36670,movie,my,MY,Burmese,,အခုတင်ဆက်ပေးမှာကတော့ ၁၉၈၃ ခုနှစ်က မင်းသာကြီး Sean Connery သရုပ်ဆောင်ထားတဲ့ Never say never again (ဂျိမ်းစ်ဘွန်း) ဇာတ်ကားပဲဖြစ်ပါတယ် old but gold ဇာတ်ကားလေးပေါ့နော် ဒီဇာတ်ကားမှာ စပက်တာဆိုတဲ့ ဗြိတိသျှ လျှို့ဝှက်အဖွဲ့အစည်းတစ်ခုက အမေရိကန်သမ္မတရဲ့ မျက်လုံးကိုအတုလုပ်ပြီး နျူကလိယလက်နက် လွှတ်တင်ဖို့ကို မျက်လုံးအတုနဲ့ အမိန့်ပေးလိုက်ပါတယ် နျူကလိယလွှတ်တင်မှုကြောင့် နိုင်ငံတေ‌ွကြား ပြဿနာ တက်တဲ့အချိန်ရောက်တော့ စပက်တာဆိုတဲ့ အဖွဲ့က ဝင်ပြီးငွေညှစ်ပါတော့တယ် ဒီကိစ္စကို ‌ေြဖရှင်းဖို့အတွက် အို နှစ်လုံးကို အသက်သွင်းဖို့ ဗြိတိန် အစိုးရအဖွဲ့က အမိန့်ပေးလိုက်တယ် 007 ဂျိမ်းစ်ဘွန်း ကိုပေါ့ ဒီနျူကလိယလွှတ်တင်မှုရဲ့ နောက်ကွယ်မှာ ရှိနေတဲ့ စပက်တာ ဆိုတဲ့ အဖွဲ့အစည်းကို 007 ဂျိမ်းစ်ဘွန်းက ဘယ်လိုဖော်ထုတ်သွားမယ်ဆိုတာ ပရိတ်သတ်တို့ရှုစားကြရမှာဖြစ်ပါတယ်
Never Say Never Again,36670,movie,de,AT,German,,
